source_attribute,target_attribute,similarity
vhf12,test_value,-0.0026094553364579723
d_bnp6,test_value,-0.0026106260742893104
constipation_per_year,comorbidity,-0.002611846288466645
loop.pca.1.compl_poor,tumor_level_prostate,-0.0026129232337156953
strf_logferritin_bl_1.5,basic_statistics,-0.0026149314269985923
bariche_nyha12,bcr_id,-0.002615222517893136
bb.pca.3.compl_poor,tissue_microarray_coordinates,-0.0026178921158258863
@6mwt_noncard_lim,fragment_standard_deviation_length,-0.0026186697747120386
sst2_log2_bl,uicc_clinical_t,-0.0026187693344757613
combined_congestion_score_6,ecog_performance_status,-0.0026194814296150717
tdi_e_lat_m,submitted_tangent_copy_numbers,-0.0026208525011173155
spiroat_v3,state,-0.002620949632594118
nyha_12,sample_ordinal,-0.002622140403792547
loop_dose_3_6,test_value_range,-0.0026228497671090725
hyperkalemiaae_per_year,blood_test_normal_range_lower,-0.002624747169801241
pulmonalisdiverses_18,diagnoses,-0.002625057079919415
hwsyst_18,iss_stage,-0.0026251411593540223
combined_congestion_score_18,ecog_performance_status,-0.002626472164122085
low_voltage_precor_18,no_matched_normal_low_pass_wgs,-0.002627376093928081
d_mcs12,pmid,-0.002628490677624392
hyperuricemia,tumor_level_prostate,-0.0026287347204598595
ln_gliclentin_v1_corr,gleason_patterns_percent,-0.002629184560611802
avblock_12,freezing_method,-0.0026305753619452715
bandid_12,instrument_model,-0.0026322259899791882
bariche_nyha,bcr_id,-0.002633056160569987
ln_igfbp7_18,blood_test_normal_range_upper,-0.002633762792063727
d_ln_opn_6_bl,pmid,-0.0026340198869413893
bariche_hr12,bcr_id,-0.002635064353852884
combined_congestion_score_3,ecog_performance_status,-0.0026371915331948642
firstbradycardiaae,adrenal_hormone,-0.002638483078300476
fgf23_c_pg_v3_lg10,fev1_fvc_pre_bronch_percent,-0.002639229472992532
mam_12,analyte_quantity,-0.0026398423119039847
statin_bl_01,rin,-0.0026410421891783636
ln_glucagon_v1,gleason_score,-0.00264144376712777
pvs_12,aliquot_volume,-0.002641604034064495
osteopontin_v1,ovarian_specimen_status,-0.002642284561473844
memorybl_group,chip_id,-0.002642741079414817
visit,sites_of_involvement_count,-0.002642781449684863
hscrp_delta_bl_v6,pairs_on_diff_chr,-0.0026434258563262764
bnp3_reached,dbgap_accession_number,-0.0026437797791448764
hf_ischemic,vascular_invasion_type,-0.0026448876850521576
coughproductive_bl01,transglottic_extension,-0.002644937768469884
criterium_p_v1b_a_12,ajcc_clinical_stage,-0.0026452613377019834
rasdose_v1,rhabdoid_percent,-0.0026454307107146584
vcimax_18,copy_number_variation_workflows,-0.0026466585132886183
orthostasis18,pmid,-0.0026467119356008597
loop.pca.2.compl_poor,tumor_level_prostate,-0.0026497770407657166
d_fram_com_1_3,dysplasia_type,-0.0026508272748586464
steps_increase_ras_bl_6,days_to_progression,-0.0026520052975507447
bariche_bpsyst,bcr_id,-0.002652331598605629
septumsyst_12,iss_stage,-0.002655846240386564
clinical_congestion_score_12,ecog_performance_status,-0.002656524643044858
orthostasis6,ovarian_surface_involvement,-0.002657719360209532
pulmonalisdiverses_12,diagnoses,-0.0026578781094669314
diuretics.pca.1.locf_poor,pediatric_kidney_staging,-0.002658800251424828
criterium_p_duur_iib_18,rhabdoid_percent,-0.0026595205420324934
clinical_congestion_score_bl,ecog_performance_status,-0.0026605938448511636
pm_bl,a260_a280_ratio,-0.00266221715465723
predicted_tto_25,test_value,-0.0026630810177290442
rasdose_v18,rhabdoid_percent,-0.0026633390232143014
stfr_logferritin_v18,pmid,-0.0026641810317038356
tdi_a_lat_m,submitted_tangent_copy_numbers,-0.0026641852812059456
wrf05_any_plus1,test_value,-0.0026642581298135476
cluster_3,clonality,-0.0026664405526829597
memory7_12,chip_id,-0.002666555289239933
aread4ch,locus,-0.0026687222317802292
prea_bl_z,a260_a280_ratio,-0.002669156288067192
il6_v1,test_value_range,-0.0026691805709363925
nh_2wk,state,-0.002669303199425856
d_tam12,dlco_ref_predictive_percent,-0.002669521745248662
dasi_bl,doi,-0.002669759110295099
d_bnp1,dlco_ref_predictive_percent,-0.002670930758734032
bandid_18,instrument_model,-0.0026714309858395665
endostatinbl,test_value_range,-0.002671696276185584
hwdiast_18,iss_stage,-0.0026718173869957223
tomslagpunt_12,ensat_pathologic_t,-0.002672186486607573
stfr_logferritin_v1,fragment_standard_deviation_length,-0.0026722195720168588
spiro.pca.3.locf,test_value_range,-0.00267244206380591
clinical_congestion_score_1,classification,-0.002673286804118229
spiro.pca.2,pmid,-0.0026742453703799264
tam_12,a260_a280_ratio,-0.002674742865662675
diuretics.pca.2.locf_poor,pediatric_kidney_staging,-0.0026762396010130327
mcs12,pmid,-0.0026766566592915544
p_crea3,rin,-0.002676838477274695
totaldurationconstipation_per_year,columnar_mucosa_present,-0.0026768870430130963
memory7_18,chip_id,-0.0026774722601608327
clinical_congestion_score_6,ecog_performance_status,-0.002678040479300129
dasi_12,doi,-0.002683501393047499
bariche_bpsyst12,bcr_id,-0.0026855678652164777
vtipulmonalis,vascular_invasion_present,-0.002686157331866324
rhythm,cytoband,-0.0026862760143895425
lc,double_hit_lymphoma,-0.002687169016904398
d_dasi_bl_18,dysplasia_type,-0.002688586225858123
sum_decreases_bl_6,aa_change,-0.0026895472204067406
nyha_18,sample_ordinal,-0.0026906180949384908
osteopontin_v3,ovarian_specimen_status,-0.002692458129352173
sumbradycardiaaeseverity,somatic_aggregation_workflows,-0.002693822523065387
vormsves_12,test_value,-0.0026938376998586373
relposshyperkalemia,rhabdoid_percent,-0.00269657953932726
orthostasis,ovarian_surface_involvement,-0.0026971204402387056
d_bnp18,dlco_ref_predictive_percent,-0.002697566941496133
relposshypokalemia,rhabdoid_percent,-0.0026986757580110096
glucagon_v1datafromplates,gleason_score,-0.002699169914399244
spiroat_v6,state,-0.002699421242095471
nyha1_iii,sample_ordinal,-0.0027012752391589435
stfr_logferritin_v6,pmid,-0.002701748451572492
criterium_p_duur_ii_12,sample_ordinal,-0.002701776680407938
clinical_congestion_score_3,ecog_performance_status,-0.002702954096028306
bnp6_red,blood_test_normal_range_upper,-0.002703695634146522
spiro.pca.3,pmid,-0.00270379549744611
d_fram_com_1_6,test_value_range,-0.002707349295353631
pvs,biospecimen_volume,-0.002707464942518199
clinical_congestion_score_18,ecog_performance_status,-0.0027079299594633924
costs_residence,ecog_performance_status,-0.0027082092124592005
e_e_lat_18,test_value_range,-0.0027085789191427807
orthostasis01,ovarian_surface_involvement,-0.002708947108147036
mam_18,analyte_quantity,-0.002710243206290623
max_delta_spiro_bl_6_03,longest_dimension,-0.0027105682932020473
d_crea18,test_value,-0.002711401802687361
bnp18_reached,therapeutic_levels_achieved,-0.002712426236231765
p_egfr_bl_3_ckd,tumor_level_prostate,-0.0027135383916411567
d_crea_3_incr_decr,test_value_range,-0.0027135702629069824
shbg_bl_z,fragment_standard_deviation_length,-0.0027149467980547965
costs_visits_per_year,ecog_performance_status,-0.0027175150150086343
low_voltage_precorb_18,no_matched_normal_low_pass_wgs,-0.00271771109917743
d_crea3,dlco_ref_predictive_percent,-0.0027199214473464226
block_12,per_tile_sequence_quality,-0.0027211398403085675
cluster_1,clonality,-0.0027214370019204106
ln_mimecan_18,test_value,-0.002722183396612467
cluster_2,clonality,-0.002724752827709765
p_crea1,test_value_range,-0.0027251956865368123
vcimax,test_value_range,-0.002726061977895547
tomslagpunt_18,uicc_clinical_t,-0.0027262480453807973
loop.pca.1.locf,test_value_range,-0.002726371584477856
urea_v12,pmid,-0.0027266077353808324
spiro.pca.2.locf,pmid,-0.0027271622954062034
mem_deter_bl_18,intermediate_dimension,-0.002728667529760781
grössemkprothese_12,gleason_grade_tertiary,-0.0027293829637946064
e_em_lat,source_center,-0.002729796986714478
nyha_6,inrg_stage,-0.0027304480711449215
criterium_p_v1_a_18,ajcc_clinical_stage,-0.002732084432993183
strf_logferritin_bl_0.8,basic_statistics,-0.002732186117507961
p_justas_bl_3,pmid,-0.0027324504972463834
glucagon_v1datawithcorrectionfactor,gleason_score,-0.002734024937778183
bnp1_reached,per_base_n_content,-0.002734150601626297
pci,chip_position,-0.0027345030067655717
loop.pca.3.locf,test_value_range,-0.0027349234039386085
totaldurationhypokalemia,histone_variant,-0.00273532225006523
d_crea_12,dlco_ref_predictive_percent,-0.002736000956259389
ln_opn_12,oxygen_use_type,-0.002736914599213065
prea_v12,test_value,-0.0027374573213397005
costs_hf_hosp,amount,-0.0027406914959813675
carotistea,blood_test_normal_range_upper,-0.0027412363428590577
orthostasis3,ovarian_surface_involvement,-0.002743818218926821
nocturia6,cog_renal_stage,-0.002743962701998565
diuretics.pca.3.locf_poor,therapeutic_target_level,-0.002744564613618877
criterium_p_duur_ii_18,sample_ordinal,-0.0027447121320492715
egfr_mdrd_18,a260_a280_ratio,-0.002745112799391083
d_dasi12,test_value_range,-0.002745537749602095
plgf_v18,test_value_range,-0.002746137840007217
vlakkettoppenextremiteitsafleidingen_18,iss_stage,-0.0027463679201928937
costs_hosp_total,ecog_performance_status,-0.002747443347762619
e_e_lat,test_value_range,-0.002748075005897702
stfr_logferritin_v12,fragment_standard_deviation_length,-0.00274906453281763
egfr_cg_1,epithelioid_cell_percent,-0.002749627288311356
tam_18,extrathyroid_extension,-0.002750463529619455
d_crea_1,dlco_ref_predictive_percent,-0.00275310186335811
p_egfr_bl_3_mdrd,tumor_level_prostate,-0.0027533817234256476
pvd_18,aliquot_volume,-0.0027545904032401118
d_crea_18,dlco_ref_predictive_percent,-0.0027551771380671737
lc18,dlco_ref_predictive_percent,-0.002755473692607287
mch_6,proportion_coverage_30x,-0.0027558464346495175
orthostasis12,ovarian_surface_involvement,-0.0027558482558647074
d_ef_bl_v18,test_value_range,-0.002756707565898547
p_justas_bl_1,days_to_progression,-0.002757072112472422
spiro_max_3_6,treatment_dose_max,-0.002757179564168635
edemahist18,ajcc_staging_system_edition,-0.002757263947139108
pbreedte_v1_18,pmid,-0.002757827613240429
d_crea1,dlco_ref_predictive_percent,-0.002758461092590702
bariche_6mwt,bcr_id,-0.002760557918346181
jv_1_02,ajcc_clinical_stage,-0.002761148599139488
cvaes,test_value,-0.002761465794118422
d_mcsbl_18,pmid,-0.0027626019288611494
crea3,test_value,-0.0027633519659835855
sleeping_pill,drug_category,-0.0027638822431397558
bsa_18,breslow_thickness,-0.002764292320093382
ras_increase_bl_3,growth_rate,-0.0027643090145659578
nyha_3,inrg_stage,-0.002765123097755911
totaldurationvascular,time_between_excision_and_freezing,-0.002765628181435285
vcimax_12,vascular_invasion_present,-0.0027661818308530608
plgf_v6,test_value_range,-0.0027668059005915187
tdi_syst_lat_m,submitted_tangent_copy_numbers,-0.002768825324701421
bnp_v6_lg10,test_value,-0.002768928830431389
bnp3_red,blood_test_normal_range_upper,-0.002771603588473845
ln_opn_6,oxygen_use_type,-0.0027719116773768284
egfr_cg_18,epithelioid_cell_percent,-0.0027726498766005294
bnp_bl_lg10,double_hit_lymphoma,-0.002772810750608984
loop.pca.3.compl_poor,tissue_microarray_coordinates,-0.0027739329227019207
ln_opn_1,oxygen_use_indicator,-0.002774113830077466
nbnp_barbed,library_strand,-0.0027756409190143245
pnd_1_01,a260_a280_ratio,-0.0027778691757993526
criterium_p_v1b_a_18,pmid,-0.0027779429350145496
stfr_logferritin_bl,pmid,-0.0027804398210401105
hstnt_v6_lg10,test_value,-0.0027815234440781915
hstnt_bl,hepatitis_sustained_virological_response,-0.002781941412964308
hscrp_bl_z,haart_treatment_indicator,-0.0027832120140952343
increase_igfbp7,growth_rate,-0.0027845539461544373
d_crea_6,dlco_ref_predictive_percent,-0.0027851877290405755
d_crea_3,test_value_range,-0.002786724227589249
maxconstipationaeseverity,longest_dimension,-0.0027867391008466343
lc12,test_value_range,-0.0027873449584331915
bnp6_ln,pmid,-0.0027879071068551875
pnd_bl_01,pmid,-0.0027887172440788956
shbg_bl,pmid,-0.0027894906534629373
bnp1,breslow_thickness,-0.002792183320121429
pvd,analyte_volume,-0.0027925190307881284
criterium_p_v1_12,pmid,-0.0027927014558429986
vtipulmonalis_18,copy_number_variation_workflows,-0.0027930174366784725
vcigestaut_12,copy_number_variation_workflows,-0.0027945129578853703
pnd_bl01,a260_a280_ratio,-0.002795005596594279
hstnt_v3_lg10,test_value,-0.002795260870256751
costs_card_interventions,ecog_performance_status,-0.002795460900391792
hstnt_v1_lg10,test_value,-0.002795918025404495
nh_30,state,-0.002798060078003861
d_mcsbl_12,pmid,-0.0027984012523161305
egfr_mdrd_6,a260_a280_ratio,-0.002798981005818297
egfr_mdrd_12,bcr_id,-0.002799829388560996
deltappi_12,aa_change,-0.002799859438611632
predicted_tto_01,test_value,-0.0028001723840884556
lc6,test_value,-0.002801136110459858
fgf23_c_pmol_bl_lg10,fev1_fvc_pre_bronch_percent,-0.00280384334683987
edemahist3_01,primary_disease,-0.0028038639872786904
dcm,test_value,-0.0028039432101394576
criterium_p_duur_iib_12,sample_ordinal,-0.002804481682763983
vormsves_a_12,ajcc_pathologic_stage,-0.002805820579464536
perc_uric_acid_bl_12,peritoneal_washing_results,-0.0028091121223846895
plgf_v1,test_value_range,-0.002810742717051516
pbreedte_v1_12,test_value,-0.0028116915701655327
egfr03_mdrd_18,a260_a280_ratio,-0.0028117498490516143
d_nyha6,dysplasia_type,-0.0028119665736592307
bnp0_ln,breslow_thickness,-0.0028125636287057026
nyha_bl,inrg_stage,-0.0028127466608323026
costs_fu_womedi,ecog_performance_status,-0.002813464219617183
bnp_v1_lg10,dbgap_accession_number,-0.0028135750102079114
vtiak_18,vascular_invasion_present,-0.0028147166085962087
hb12,test_value_range,-0.0028154411487059843
orthostasis1,ovarian_surface_involvement,-0.0028161617428495147
urea_v18,doi,-0.002816245822284122
numberhosp18_syncope,pmid,-0.0028220770497868024
vlakkettoppenextremiteitsafleidingen_12,vascular_invasion_present,-0.0028228762597193703
vtipulmonalis_12,vascular_invasion_present,-0.0028253182057533647
d_opn.bl_6,test_value,-0.002825569533449592
ln_opn_3,oxygen_use_type,-0.0028265132264539035
d_ef_bl_v12,dlco_ref_predictive_percent,-0.002828430055441433
areas4ch_12,locus,-0.0028285429707832163
cough12,state,-0.0028287736580406226
areas4ch_18,loci_count,-0.0028296599827664476
uric_acid_delta_bl_v6,tumor_level_prostate,-0.0028300312071293534
egfr03_mdrd_3,a260_a280_ratio,-0.0028305708938973387
uricacid_bl_z,doi,-0.0028316111113067233
vhf6,test_value,-0.0028329308852477805
spiro.pca.2.locf_poor,test_value_range,-0.002833303323754146
d_nyha3,dlco_ref_predictive_percent,-0.0028335995747583945
dasi_18,doi,-0.0028343784477880066
egfr03_mdrd_12,test_value_range,-0.002834563301129797
deltappi_18,aa_change,-0.002835420486412581
na18,test_value,-0.0028359814206911174
spiro.pca.1,pmid,-0.0028365159473493972
egfr_mdrd_1,bcr_id,-0.0028368027887418303
d_bnp_03,dlco_ref_predictive_percent,-0.0028368027887418303
pp_18_standing,tumor_level_prostate,-0.00283784027432843
pbreedte_v1b_18,pmid,-0.002839041669282134
egfr03_mdrd_6,test_value_range,-0.0028394471931977856
d_fram_com_bl_1,test_value_range,-0.002839782296792755
mimecan_v12,pmid,-0.002839924048041714
urea_v1,doi,-0.0028403250189193907
bnp_v3_lg10,pmid,-0.002840738434767532
pp_6_standing,tumor_level_prostate,-0.002840796106581884
bsa_12,per_base_n_content,-0.0028409937084300043
edemahist1_01,primary_disease,-0.0028423286591643124
d_nyha12,dysplasia_type,-0.00284278123113904
mimecanbl,pmid,-0.002843436261535729
bnp_lg10,test_value,-0.0028434614550125244
urea_v3,doi,-0.002843783203029434
areas2ch_12,locus,-0.0028437877560674087
fgf23_pg_bl_lg10,gleason_patterns_percent,-0.0028441601945737743
fgf23_c_pmol_v6_lg10,fev1_fvc_pre_bronch_percent,-0.0028442813053839128
bnp1_ln,dbgap_accession_number,-0.002844858023527429
low_voltage_precor_12,no_matched_normal_low_pass_wgs,-0.0028454678270802315
egfr_mdrd_3,a260_a280_ratio,-0.002846971240219619
bnp6decrease_blmedian,dbgap_accession_number,-0.0028470890121352426
egfr03_cg_18,epithelioid_cell_percent,-0.0028504294243296624
pulmonalisdiverses,pathology_details,-0.0028526546457560407
cough3,inrg_stage,-0.0028527551161273584
nh_1wk,state,-0.0028535072780008497
bnp12decrease_blmedian,is_ffpe,-0.0028554007347267735
rvareasyst_18,rin,-0.002856294040777494
septumsyst_18,iss_stage,-0.00285633683933446
fu_hosp_card,chip_position,-0.0028567730203724775
bnp12_ln,pmid,-0.002857014331385159
ln_mimecan_12,double_hit_lymphoma,-0.0028599580222040126
d_nyha18,dlco_ref_predictive_percent,-0.002860142875545803
vtilvot_18,chromosomal_translocation,-0.002860489817039508
bariche_6mwt12,test_value,-0.002861021004803273
uric_acid_v3,tumor_level_prostate,-0.0028625629669975167
ln_mimecan_bl,double_hit_lymphoma,-0.002862605765554483
d_ln_mimecan_6_bl,pmid,-0.0028635178908288338
pbreedte_v1b_12,test_value,-0.0028655534023395816
bnp1decrease_blmedian,per_base_n_content,-0.0028656213943733435
loop.pca.2.locf_poor,tissue_microarray_coordinates,-0.002865698492483056
pvardur_18,sample_ordinal,-0.0028658244598670345
crea18,pmid,-0.0028662670151582167
ras_increase_06,growth_rate,-0.002867567059268049
bb.pca.3.locf_poor,no_matched_normal_low_pass_wgs,-0.0028683717328461867
bnp1_red,blood_test_normal_range_upper,-0.002868693177327231
d_gds12,gleason_grade_tertiary,-0.0028690741148378164
bnp6,test_value,-0.0028693900956732908
bnp_v12_lg10,breslow_thickness,-0.002869396773462321
loop.pca.1,tissue_microarray_coordinates,-0.002869837507538313
trifasciculairblok,chipseq_antibody,-0.0028704072443569346
uptitration_rel_per_y,aa_change,-0.0028704491323063054
vtaes,state,-0.002871687862171406
loop_dose_1_6,treatment_dose,-0.002872439113437302
uric_acid_bl,tumor_level_prostate,-0.0028725265317664245
uric_acid_v1,tumor_level_prostate,-0.0028731612252601577
bnp12_red,blood_test_normal_range_upper,-0.002873678753909997
pp_12_standing,tumor_level_prostate,-0.002875123888163303
pp_bl_standing,tumor_level_prostate,-0.002875289922281463
prea_v6,library_preparation_kit_version,-0.0028758368939102085
pp_18,tumor_level_prostate,-0.002876270343125441
nocturia01,cog_renal_stage,-0.002876562648163444
nyha3_mis,sample_ordinal,-0.002877506644703621
vcimin_18,vascular_invasion_present,-0.0028778444801213754
dementiaae_per_year,supratentorial_localization,-0.0028793576064084433
loop_change_total_1_3,aa_change,-0.002879440471699591
ln_opn_bl,double_hit_lymphoma,-0.0028798927401384538
plgf_v3,test_value_range,-0.0028800958056321444
septumdiast,iss_stage,-0.00288240085699102
relpossanemia,cog_rhabdomyosarcoma_risk_group,-0.002882567194645045
diuretics.pca.2,tumor_level_prostate,-0.002884789684248638
nyha6_improved,sample_ordinal,-0.0028849633067634228
prea_v3,a260_a280_ratio,-0.0028850665089575254
diuretics.pca.3,tumor_level_prostate,-0.0028850844175735612
vcimin_12,vascular_invasion_present,-0.002885506939497653
hstnt_v12_lg10,test_value_range,-0.0028865808493880535
p_crea12,test_value_range,-0.002886957537396529
mimecan_bl_z,test_value,-0.002887195813050561
orthostasis_bl01,ovarian_surface_involvement,-0.002887439248814298
pp_3_standing,days_to_progression,-0.0028879589022151927
köfmitralplanimetrie_18,kmer_content,-0.002888104295894532
ibp7v1,test_value,-0.0028882706335485566
hstnt_v12,hepatitis_sustained_virological_response,-0.0028889028987553697
hba1c,hepatitis_sustained_virological_response,-0.002889832325574026
shbg_v12,fragment_standard_deviation_length,-0.002890581148553002
d_fram_com_bl_3,dlco_ref_predictive_percent,-0.0028907147043336057
nsar_ir,test_value,-0.0028907213821226362
edemahist6_01,primary_disease,-0.002891066502401151
vtiak_12,vascular_invasion_present,-0.0028924955492536115
bariche_bnp,bcr_id,-0.002893349092106016
pnd_3_01,a260_a280_ratio,-0.0028942508971609563
mem7_12,uicc_clinical_m,-0.0028946385124605724
bnp3decrease_blmedian,chipseq_antibody,-0.0028947453570850553
cluster,clonality,-0.0028957257779290333
totaldurationbradycardiaae_per_year,year_of_birth,-0.0028957968053214453
bnp18_ln,dbgap_accession_number,-0.002895905471161118
egfr_cg_3,chipseq_target,-0.0028961564953214804
egfr_cg_12,epithelioid_cell_percent,-0.002896533486865821
cysc_uptitr_6,aa_change,-0.0028981297819799016
edema_hist01,ajcc_staging_system_edition,-0.0028986248489757302
bariche_bnp12,bcr_id,-0.002898950542958885
hscrp_v12,morphology,-0.0028995111737015558
exerciseintolerance,bmi,-0.0028995363671783514
egfr_cg_bl,epithelioid_cell_percent,-0.002900045093288106
typmitral_12,ensat_pathologic_t,-0.0029001759172459242
dayshosp18_hypotension,exposure_duration_hrs_per_day,-0.0029010276388831387
egfr_cg_6,epithelioid_cell_percent,-0.002901106558208041
prea_v1,a260_a280_ratio,-0.0029020672492207932
loop.pca.3,tissue_microarray_coordinates,-0.002902803020157574
blace,amount,-0.0029036334942842378
oak_v1,ann_arbor_clinical_stage,-0.0029037288045458505
pqduur_18,read_group_qcs,-0.002904183197735768
bb.pca.2.locf_poor,no_matched_normal_low_pass_wgs,-0.0029051715105122364
rehabs,released,-0.0029053624345713267
hstnt_v18,hepatitis_sustained_virological_response,-0.00290688618461367
rvareadiast_18,a260_a280_ratio,-0.002909589475027437
areas2ch_18,loci_count,-0.0029102241685211696
jv_bl_02,ajcc_clinical_stage,-0.002910351046512743
d_fram_com_bl_6,dlco_ref_predictive_percent,-0.002910980883432636
statin_mean_3_6,average_base_quality,-0.0029109869541499365
ventriculaireextrasystole_18,vascular_invasion_type,-0.002912954473626922
hscrp_v18,morphology,-0.0029130598005720804
diu_decrease_bl,fragment_minimum_length,-0.0029141935070278874
diuretics.pca.1,cog_renal_stage,-0.002914678253804306
urea_v6,a260_a280_ratio,-0.002914745031694608
costs_visits,ecog_performance_status,-0.002915412810597627
nursinghome,treatment_anatomic_sites,-0.002916539232192674
fgf23_c_pg_bl_lg10,fev1_fvc_pre_bronch_percent,-0.0029169766273741513
d_ef_bl_12,dlco_ref_predictive_percent,-0.002917245256614684
p_bnp3,pmid,-0.002917460463542975
mi_18,msi_status,-0.0029178875385050423
bnp3,test_value,-0.002918304900319429
numberhosp18_cardiac,blood_test_normal_range_upper,-0.0029184636495768286
criterium_rs_v1_12,sample_ordinal,-0.002919002425737219
costs_nitrates_lim,analyte_quantity,-0.0029195229897457085
fgf23_c_pmol_v12_lg10,fev1_fvc_pre_bronch_percent,-0.002919738196674
pp_bl,tumor_level_prostate,-0.0029205034105896865
hstnt_v18_lg10,test_value_range,-0.002921335402395675
pp_12,tumor_level_prostate,-0.002923445583729215
costs_hosp,ecog_performance_status,-0.002923538769239773
fgf23_c_pg_v3,fev1_fvc_post_bronch_percent,-0.00292361677795708
bnp18,dbgap_accession_number,-0.002924326748345335
ventriculaireextrasystole_12,vascular_invasion_type,-0.0029244175055689724
plgf_bl,test_value_range,-0.0029247389500500166
rhythm12,number_of_cycles,-0.002924955067585903
d_crea12,pmid,-0.002924964477197718
edema18_01,ajcc_staging_system_edition,-0.002925774614421426
urea_bl,doi,-0.0029261667827590173
criterium_p_v1_a,test_value,-0.00292679358432026
bnp1decrease_median,sample_ordinal,-0.0029273056493245297
loop_dose_bl6,treatment_dose,-0.002929469860042041
fgf23_c_pg_v6_lg10,fev1_fvc_pre_bronch_percent,-0.0029301245869028645
bariche_egfr,bcr_id,-0.0029303294736117455
egfr03_cg_bl,epithelioid_cell_percent,-0.0029303707544893866
loop.pca.1.locf_poor,tissue_microarray_coordinates,-0.0029304038398986726
edema,ajcc_staging_system_edition,-0.0029308958715358515
mem_deter_bl_12,morphology,-0.002931901485856625
ibp7v12,test_value,-0.002932330989105612
nocturia12,cog_renal_stage,-0.00293331140994959
loop.pca.2,tissue_microarray_coordinates,-0.0029333669570128867
bariche_egfr12,bcr_id,-0.0029346694294096385
vcimin,test_value_range,-0.00293752934432975
hstnt_delta_bl_v6,pairs_on_diff_chr,-0.002938141272633607
ln_mimecan_6,double_hit_lymphoma,-0.0029401868008279
köfmitralpht_12,state,-0.0029406915809714095
prolaps_12,days_to_progression_free,-0.0029416149370727657
bb.pca.1.locf_poor,no_matched_normal_low_pass_wgs,-0.002942498529975806
typmitral_18,ensat_pathologic_t,-0.0029433979067438262
fgf23_pg_v3_lg10,gleason_patterns_percent,-0.0029437818796130624
egfr03_mdrd_1,bcr_id,-0.002944825739452827
last_crea,index_date,-0.002946169189191355
p_bnp1,pmid,-0.002947657425537492
hr_tert_corr,karnofsky_performance_status,-0.0029481282096641206
bpdiaststanding,pmid,-0.0029482957614616052
ras_increase_bl,aa_change,-0.0029492221529216116
ras.pca.1.compl_poor,tissue_microarray_coordinates,-0.002949656512744439
loop.pca2.med,number_of_cycles,-0.0029497026501959203
hscrp_bl_lg10,pmid,-0.002951482280972466
uric_acid_v18,tumor_level_prostate,-0.0029516744191750164
epilepsie,non_nodal_regional_disease,-0.002951840149757311
lvedv_18,copy_number_variation_workflows,-0.00295197400907378
triglyc,test_value,-0.0029539272623651104
perc_urea_bl_12,pmid,-0.0029546648545170813
gdf15_bl_z,morphology,-0.002954862152829337
numberhosp_all,base_caller_name,-0.002955688073918025
atherosklerose,test_value,-0.00295585926814589
hypokalemiaaes,hysterectomy_type,-0.002955970665808348
hstnt_v6,hepatitis_sustained_virological_response,-0.002956327927521463
pp_3,days_to_progression,-0.002956813888441342
criterium_p_duur_ii,sample_ordinal,-0.002957026363546848
hf_12,hepatitis_sustained_virological_response,-0.0029579882687030606
vlakkettoppenprecordiaal,state,-0.0029583364243402255
tikoaptationsstörung,extrathyroid_extension,-0.002960402896509204
psychiatricae_per_year,year_of_birth,-0.002961270402011399
criterium_p_v1_18,pmid,-0.0029627565136064807
oak_v3,ann_arbor_clinical_stage,-0.0029639072180707286
criterium_p_v1b_12,pmid,-0.002963914199395624
totaldurationhypotension,treatment_outcome_duration,-0.0029643191162395453
any_increase_loop_bl_6,aa_change,-0.002967311676332665
ras.pca.3.compl_poor,tissue_microarray_coordinates,-0.0029679096419867323
uric_acid_v12,tumor_level_prostate,-0.002968127580737808
bnp_guided,per_base_n_content,-0.002968721903961495
diuretics.pca.3.locf,tumor_level_prostate,-0.0029710084396326053
na12,uicc_clinical_n,-0.0029711304610503387
numberhosp_cv,base_caller_name,-0.002971284960805628
any_digoxin,dlco_ref_predictive_percent,-0.0029733763229155374
ras_increase_3,growth_rate,-0.0029741345555063287
pp_6,tumor_level_prostate,-0.0029743342821055047
loop_dose_1_3,treatment_dose,-0.002974489692468389
ras.pca.2.compl_poor,tissue_microarray_coordinates,-0.0029750123812279337
hscrp_v3,morphology,-0.0029760104071520823
bnp3_ln,is_ffpe,-0.0029765130625445365
egfr03_cg_12,epithelioid_cell_percent,-0.00297680779586946
vormsves_18,sample_ordinal,-0.002977090691295648
bnp_v18_lg10,breslow_thickness,-0.002977871689076315
mimecan_bl,pmid,-0.0029787470865109997
hstnt_bl_z,hepatitis_sustained_virological_response,-0.002978975041945621
aortenanulusdilatation,test_value,-0.002979992797700995
stfr_c_18,igcccg_stage,-0.002980233805177812
criterium_p_duur_iib,sample_ordinal,-0.002981263398831921
d_ef_bl_18,dlco_ref_predictive_percent,-0.0029824760246126305
edema_01,ajcc_staging_system_edition,-0.0029826930527561118
nocturia1,ajcc_clinical_n,-0.0029827188533046375
oak_v12,ann_arbor_clinical_stage,-0.0029828235731780657
bronchialobstruction_bl01,ajcc_clinical_stage,-0.0029829671456422144
pcis,tumor_level_prostate,-0.0029831650510262
loop_change_total_bl_1,aa_change,-0.0029832190804101716
nyha1_class,sample_ordinal,-0.002983226061735067
hscrp_bl_ln,pmid,-0.0029833289603933047
diuretics.pca.2.locf,tumor_level_prostate,-0.0029833596175156706
relposstraumafall,revision,-0.002983713236798406
